L3,EB501,EB502,EB503,EB504,EB505,EB506,EB507,EB508,EB509,EB510,EB511,EB512,EB513,EB514,EB515,EB516,EB517,EB518,EB519,EB520,EB521,EB522,EB523,EB524,EB525,EB526,EB527,EB530,EB531,EB532,EB533,EB534,EB535,EB536,EB537,EB538,EB539,EB540,EB541,EB542,EB543,EB544,EB545,EB546,EB547,EB548,EB550,EB551,EB552,EB553,EB554,EB555,EB556,EB557,EB558,EB559,EB560,EB561,EB562,EB563,EB564,EB565,EB566,EB567,EB568,EB569,EB570,EB571,EB572,EB573,EB574,EB575,EB576,EB577,EB578,EB579,EB580,EB582,EB583,EB584,EB585,EB586,EB587,EB588,EB589,EB590,EB591,EB592,EB593,EB594,EB595,EB596,EB601,EB602,EB603,EB604,EB605,EB606,EB607,EB608,EB609,EB610,EB611,EB612,EB613,EB614,EB615,EB616,EB617,EB618,EB619,EB620,EB621,EB622,EB623,EB624,EB625,EB626,EB627,EB628,EB629,EB630,EB631,EB632,EB633,EB634,EB635,EB636,EB637,EB638,EB639,EB640,EB642,EB643,EB644,EB645,EB646,EB647,EB648,EB649,EB650,EB651,EB652,EB653,EB654,EB655,EB656,EB657,EB658,EB659,EB660,EB1,EB10,EB11,EB12,EB13,EB14,EB15,EB16,EB17,EB18,EB19,EB2,EB20,EB21,EB22,EB23,EB24,EB25,EB26,EB3,EB4,EB41,EB42,EB43,EB44,EB45,EB46,EB47,EB5,EB6,EB7,EB8,EB9,EB202,EB203,EB204,EB205,EB206,EB207,EB208,EB209,EB210,EB211,EB212,EB213,EB214,EB215,EB216,EB217,EB218,EB219,EB220,EB221,EB222,EB223,EB224,EB225,EB226,EB227,EB228,EB229,EB230,EB231,EB232,EB233,EB234,EB235,EB236,EB237,EB238,EB239,EB240,EB241,EB242,EB243,EB244,EB245,EB246,EB247,EB248,EB249,EB250,EB251,EB252,EB253,EB254,EB255,EB256,EB257,EB258,EB259,EB260,EB261,EB262,EB263,EB265,EB266,EB267,EB268,EB269,EB270,EB271,EB272,EB273,EB274,EB275,EB276,EB277,EB278,EB279,EB280,EB281,EB282,EB356,EB357,EB358,EB359,EB360,EB361,EB362,EB363,EB364,EB365,EB366,EB367,EB368,EB369,EB370,EB371,EB372,EB373,EB374,EB375,EB376,EB377,EB378,EB379,EB380,EB381,EB382,EB383,EB384,EB385,EB386,EB387,EB388,EB389,EB390,EB391,EB392,EB393,EB394,EB395,EB396
Polycystinea,0,0.000683216,0.002037904,0.03021978,0,0,0,0.002421178,0.000375516,0,0,0,0.000706713,0,0.00049334,0,0,0.002426145,0,0,0,0.001530361,0,0.001524821,0,0.00159559,0.000164149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001160317,0,0,0,0,0,0,0,0,0,0.010853718,0,0.011778136,0,0,0.002357872,0,0,0,0,0,0.009571611,0.018968386,0,0.010660766,0,0.018016,0.013892938,0.040004326,0.000114142,0.014342092,0,0.003907776,0.0210177,0.001666666,0.012572855,0.006125898,0.027028501,0.000343367,0.019159662,0.008803728,0.022510352,0,0.009012284,0.005043711,0.015918352,0.004560455,0.008721293,0.007673558,0.022782355,0,0.010450534,0.012199845,0.075940211,0.008210774,0.121004026,0.093954077,0.006624755,0,0.010697306,0.007636068,0.010876603,0.0004649,0.001876877,0.001218521,0.007642652,0,0,0.008069163,0.007517181,0.000636673,0.002964846,0.000265217,0.001594033,0.000412603,0.003484322,0.004020275,0,0.009847807,0.132608696,0.205666739,0.001476378,0.012879788,0.007858921,0,0.001694065,0,0,0,0.010608943,0.014594193,0.004545454,0.038770782,0.027888446,0.032652243,0.027890346,0.000624654,0.003517226,0.006717851,0.003429879,0.002668058,0,0.004413928,0.004653225,0.033364824,0.022068094,0.083016915,0.057375185,0.001122177,0,0,0.000607312,0.000892857,0.002852163,0.008854166,0,0,0,0,0,0,0.05628655,0,0.005151893,0.002887285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001600406,0.029075163,0.042952394,0.008313539,0.031681145,0.00417306,0,0.004327872,0.017196561,0.006774789,0.021222411,0.009745363,0,0.003786722,0.009599409,0.012149192,0.012107798,0.003313696,0.032258064,0,0,0,0,0,0.038542935,0.011289252,0.00213523,0.007272164,0.00131735,0,0.006607121,0,0,0,0.03560984,0.00238237,0.024825147,0.018285594,0.000924215,0.039067991,0.007880068,0,0.003219711,0,0.008999899,0,0.022275737,0.006702608,0.001379874,0.002253219,0.003557692,0,0.012706481,0.000990589,0.021711531,0.002297738,0.001377459,0.005357749,0.00169372,0.00100023,0.018458069,0.007892931,0.009014321,0.004692579,0.01904645,0,0.034425116,0.014714029,0,0.005538346,0.001316439,0.001843317,0.001782682,0.000893515,0.020283449,0,0.011423081,0.000509217,0.009067725,0.000600902,0.005461991,0,0,0.087825338,0.0005187,0,0.0176564,0.065173411,0.000421372,0,0.004933354,0.016569275,0.004158141,0.001313293,0.000607977,0.002423046,0.003256847,0,0.005278715,0.010255632,0,0.0042961,0,0,0.006369427,0,0.004020814,0.000909209,0,0.005044216,0.003117914,0,0,0.001513023,0.01205508,0.000863497,0.001270163,0.00730301,0.016809254,0.00325094,0.011014615,0.000209454
Prostomatea,0,0,0,0,0,0,0,0,0,0.00821168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068143912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000976626,0,0,0,0,0,0,0,0,0,0,0,0,0.000572279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028439014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000545108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005372314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000528485,0,0,0,0,0,0.001985732,0,0,0,0,0,0.000751073,0,0,0,0.000619117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001397181,0,0,0,0,0
RAD-A,0.024311183,0.00159417,0,0,0.0100013,0.00493144,0,0.006133649,0.012579797,0,0,0,0,0,0,0,0,0.00128443,0,0,0.012253536,0.00312194,0,0.006268709,0,0.000870323,0.001969797,0,0.004063754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000971975,0,0,0,0,0,0,0,0,0,0,0,0.001081531,0,0.000603439,0,0.000822307,0,0,0,0.000673789,0,0.002930833,0,0.000500001,0,0.001689902,0.004577406,0.000686735,0,0,0.004682153,0.000983739,0.005378299,0.00089666,0.001980273,0,0,0,0.000201971,0,0,0,0.000602701,0,0.000710396,0,0.000202799,0,0,0,0,0.001328286,0,0,0.000722954,0,0,0.000691643,0,0.000848897,0,0,0.000330837,0.000187546,0.00037332,0,0,0.000783349,0.002173913,0,0.000369094,0,0,0,0.001945037,0,0,0,0.008610847,0.003276247,0.001767677,0.015331153,0.003984063,0.015524839,0.007985697,0.00152693,0.003469044,0,0,0.001972044,0.000543922,0.003923493,0.002437404,0.002535925,0.001891551,0.003710735,0.005091572,0,0,0,0.001214624,0.00544643,0,0,0,0,0.002206784,0,0,0,0,0,0,0,0,0,0,0.000770268,0,0,0.004026638,0,0,0,0,0,0,0,0,0.000842318,0.021961028,0.008373392,0.001583531,0.009197752,0,0.014989848,0.003166028,0.00819836,0.004003285,0,0,0.022252992,0.000244304,0.003692081,0.007046532,0,0.00478645,0,0.004278839,0,0,0,0,0.002821779,0,0,0,0,0,0,0,0,0,0.004128677,0.002977963,0.005533778,0.003910792,0.006099815,0.00321382,0.009609841,0,0.000979912,0,0.011325716,0.000722152,0,0.002477051,0.005366177,0.004184549,0.004038461,0.024444445,0.007526145,0.027612681,0.017521586,0.000362802,0.001024264,0.002984062,0.000494001,0.003385397,0.002136626,0.003431709,0.003875315,0.003053003,0.001851167,0.027285714,0.001448307,0.015821533,0.005778704,0.002159017,0.016455488,0.001711653,0.005178268,0.005361098,0.003900663,0,0.003629764,0.003055301,0.001700198,0.000901352,0.004267181,0.000331252,0,0,0.001659837,0.001910219,0.00069863,0,0.001854037,0,0,0.000517704,0.005478187,0.006274625,0.003891051,0.001615364,0.028916858,0.003457688,0.001266893,0.001970295,0.000485791,0.001652347,0,0,0,0,0,0.005065634,0.005110992,0.015257192,0.015873015,0.00362853,0,0.028909543,0.007092752,0.002686238,0.002794361,0.011595129,0.005785248,0.004015869,0,0.004817427
RAD-B,0.058779039,0.009451151,0.004483392,0.057875458,0.055721522,0.005412558,0.024587486,0,0.053698836,0.008819952,0.02828037,0,0,0.012848752,0.002565368,0,0,0.016554874,0.074030895,0.003500176,0.025732427,0.002632223,0.009919881,0.029818719,0,0.007252684,0.00238017,0,0,0.010300102,0,0.007423581,0,0,0,0,0,0.009696753,0,0,0,0.003464505,0.006754446,0.015084123,0,0,0,0,0,0,0,0,0,0.05848048,0.006991281,0,0.006487724,0,0,0,0.005408654,0,0,0,0.134936383,0.017387686,0.0048772,0.010861911,0.001302168,0.012857893,0.011075488,0.014920531,0,0.017518531,0.001871628,0.008987886,0,0.003499999,0.080349709,0.075728771,0.069750967,0.001831292,0.078655461,0.07426204,0.088360641,0.202303107,0.021222476,0.012441156,0.283864581,0.010741073,0.176433651,0.046673287,0.034335119,0,0.006038087,0.01258714,0.025795564,0,0.00473597,0.030334948,0.442979788,0.016229169,0.191561013,0.096831842,0.015926454,0.000398485,0.002252253,0.006634173,0.046114113,0.006719762,0.021395461,0.019942364,0.022014604,0,0.011647606,0.006895637,0.058738621,0.010652664,0.065331012,0.018003847,0.015097582,0.102059085,0.053010035,0.025460671,0.050442902,0.040290621,0.021851638,0,0.009223239,0.012985583,0,0.007237256,0.071313034,0.035294119,0.010858585,0.050626874,0.028936884,0.047676282,0.015494635,0.058578566,0.075692603,0.021113244,0.003429879,0.107882371,0.008430786,0.030897496,0.014181255,0.089901045,0.056242119,0.055833621,0.039212709,0.000841633,0.005747126,0,0.000728774,0.001160714,0.008081128,0,0,0.001574994,0.006620351,0.012489233,0,0.007007576,0.005116959,0,0.004618937,0.001887839,0,0.039530773,0.067236467,0.008665511,0.001751427,0,0.008827629,0,0,0.010540184,0,0.003664346,0.006125574,0,0.00089827,0.003032347,0.070986699,0.085594666,0.036817101,0.096065406,0.023565512,0.056301929,0.148483794,0.078184363,0.055327449,0.099830223,0.043958924,0.093858174,0.127527022,0.098947756,0.081521079,0.031636507,0.03252332,0.08129904,0.038331252,0.03559436,0.029774128,0.017857142,0,0.047906112,0.108433734,0.0227758,0.034349373,0.252272423,0,0.103266853,0.017100044,0.155528552,0.003659428,0.103991052,0.015128053,0.083160404,0.083183596,0.021996303,0.114693175,0.038823756,0,0.002379785,0,0.100010113,0.005506409,0.027694161,0.132886492,0.014974191,0.01555794,0.118557692,0.008472222,0.08435148,0.006810302,0.023996951,0.003628008,0.00070639,0.049847404,0.004940013,0.001384936,0.045343937,0.048615877,0.005728728,0.021243817,0.031058465,0.026571429,0.018493751,0.001186616,0.099374766,0.036797148,0.053809444,0.053061222,0.074023769,0.001165455,0.066051229,0.033160914,0.046226113,0.029127203,0.032020401,0.038157237,0.045801072,0.014764338,0.050572803,0.002467001,0.035271541,0.005253104,0.019117181,0.029913293,0.040114614,0.00523882,0.01138466,0.028996235,0.046993598,0.019845324,0.018482492,0.010948579,0.044806324,0.022202002,0.02069257,0.05067192,0.008744231,0.00495704,0.00675823,0.003561792,0.014513941,0.00241385,0.004257332,0.016300812,0.000991685,0.035371777,0.004676871,0.00147409,0.009291521,0.083324328,0.012314888,0.001678898,0.001905246,0.072133244,0.054592391,0.01281261,0.005719127,0.045940099
RAD-C,0,0,0.001426534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116584,0,0.001002562,0.000734574,0,0,0,0,0.000492448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000971975,0,0,0.003689098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001367722,0,0,0.001831806,0,0,0,0,0,0.000300137,0,0,0,0,0,0.002007779,0,0,0,0,0,0,0,0,0.000631977,0,0,0.000396196,0,0.001294833,0,0,0,0.000361476,0,0,0.000691643,0,0,0,0,0.00015038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005387419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003764352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001579395,0.009894545,0.003313696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001892311,0,0.001152871,0.000634183,0.000739372,0.00050216,0,0,0,0,0.000606734,0,0,0,0,0.001072961,0,0,0,0,0.000507871,0,0.000953626,0,0,0,0.00083091,0.001830245,0,0,0.000452508,0,0.000222817,0,0.000568397,0,0,0.000263331,0,0,0,0,0,0,0,0,0,0,0,0,0.000259349,0,0,0,0,0,0,0,0,0,0,0,0.000345423,0,0,0.001515612,0,0,0,0,0,0,0,0.000194831,0,0.000498194,0,0,0,0.000162109,0,0.000623591,0,0.000896861,0,0.0011952,0,0
Radiolaria,0.025931929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000817393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001201924,0,0,0.001541797,0,0,0.000116009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001016195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384369,0,0,0,0
Raphidophyceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001468429,0.001085347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002101086,0.001580699,0,0,0.000846409,0,0,0,0,0.002117624,0,0,0,0.008000001,0.026644462,0.018905788,0.003977984,0.005264965,0.001344538,0.012221646,0.0017408,0.006365372,0.001889672,0,0.002551507,0.001560157,0,0.010923534,0,0,0,0,0,0,0.001657589,0,0,0,0,0,0,0,0,0,0,0,0.013431594,0.013371758,0.000751718,0,0.002223635,0,0.001233121,0.00112528,0.00223992,0,0,0.002126231,0,0.001089756,0.000246062,0,0,0,0,0,0,0,0.003472883,0.013104989,0.002272727,0.001090215,0.002096876,0.002504006,0.002145411,0.000555248,0,0.005758158,0,0.000580012,0,0.005517409,0,0.000944757,0.002648171,0,0,0.001683265,0.003373313,0.00206924,0,0,0,0,0.003742154,0.004361522,0,0,0,0.008901515,0,0,0.00230947,0,0,0,0,0,0.001167618,0,0,0,0,0,0,0.00024429,0,0,0,0.000336927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010325477,0,0,0,0,0,0,0.001229729,0.000951273,0,0,0,0,0.000419962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001582153,0,0,0,0,0,0,0,0,0.025408349,0.056930441,0,0,0,0,0,0,0,0,0,0,0,0,0.002229497,0.002145129,0,0,0,0,0,0,0.001900338,0,0,0,0,0.000323799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114739,0.005719127,0
Sagenista,0,0,0,0,0,0.00132307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03709893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000716193,0,0,0,0,0,0,0,0,0,0.003330558,0.001689904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315989,0,0,0.001386688,0.004061738,0,0,0.001126125,0.000676956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201265,0.005844355,0,0,0,0,0,0,0.001262626,0,0,0,0.004648391,0,0,0,0,0,0,0.000183913,0,0,0,0.001294443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001136364,0,0.003781458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576923,0,0,0,0,0,0,0,0.000282287,0,0,0,0.000926706,0,0,0,0,0.003085199,0,0,0,0,0,0,0,0,0,0.00213871,0,0,0,0,0,0,0,0,0.004064782,0,0,0,0,0.00229307,0,0,0,0,0,0,0,0,0,0.006609386,0,0,0,0,0,0,0.003051339,0,0,0,0,0,0,0.000239842,0,0,0,0.000669311,0,0
Spirotrichea,0,0.002732863,0.014469126,0.00952381,0.002208078,0.010825112,0.01184447,0.009146669,0.000938791,0.02128954,0.050935076,0.097526299,0.028268554,0.133259912,0.079131721,0.059500959,0.065915867,0.055230485,0.033809387,0.029051454,0.014592849,0.0257713,0.010174237,0.093861192,0.024061304,0.020597621,0.064264609,0,0.006174794,0,0,0.027365357,0.010260336,0,0.006925624,0.066526384,0,0.011200647,0.172964712,0,0,0.0128775,0.020006841,0.023335269,0.002628023,0,0.058407985,0.078611633,0.033193571,0.076947896,0.068850269,0.165060145,0.001061008,0.003725904,0.001727257,0.038343797,0.050248063,0,0.018077023,0.058165549,0.044959395,0.006347176,0,0.002364598,0.017509046,0.004575707,0.018115311,0.038720705,0.003971611,0.011437543,0.027883025,0.057952212,0.018499489,0.030031762,0.006385556,0.013677217,0.002212389,0.005749999,0.033888427,0.036227295,0.012969321,0.003090305,0.047394959,0.029725531,0.008824061,0.002604016,0.028417766,0.020735262,0.00502685,0.008520853,0.035763579,0.019860975,0.018217807,0.011525827,0.009986067,0.030983736,0.008558342,0.05567085,0.055884442,0.031177591,0.010072332,0.044657444,0.035261491,0.025507718,0.006344687,0.04223949,0.060435431,0.014080695,0.021740248,0.099303134,0.083204563,0.062363112,0.044458763,0.031515283,0.066391358,0.05158467,0.011789832,0.017254271,0.038700843,0.025170425,0.021603044,0.005819158,0.03528428,0.006736642,0.002706692,0.028071334,0.004600346,0.006562083,0.025850169,0.033894575,0,0,0.012987631,0.040208488,0.019191919,0.013900244,0.039840637,0.016927084,0.049821217,0.0011799,0.011900748,0.036788226,0.027820119,0.053767183,0.038618439,0.043955366,0.036228675,0.007011088,0.008953341,0.070935453,0.025761837,0.031140413,0.0535982,0.126462397,0.119033159,0.111339287,0.116304863,0.0875,0.00676002,0.034286407,0.07952595,0.091731269,0.011540942,0.002651516,0.005482456,0.050071719,0.036063243,0.054636312,0.00466029,0.012052066,0.069325736,0.092239551,0.014270888,0.028350788,0.011305561,0,0.017478152,0.029550161,0.036025895,0.001832173,0.023189673,0.007769145,0.027397262,0.083221032,0,0.004806948,0.020981791,0.022994379,0.006996012,0,0.01466824,0,0.040032847,0.002546689,0,0.005044012,0.02754535,0.017721985,0.034382214,0.023694831,0.031418755,0.055579774,0.004457123,0.015670474,0.011293634,0.034798536,0,0.033476559,0.011478987,0.024357454,0.046882253,0.008431037,0.007631876,0.030833232,0.024327897,0.028892178,0.060339915,0.009547567,0.010125073,0.016831909,0.02272487,0.013863217,0.006528072,0,0.001455075,0.271505565,0.041332645,0.003235917,0.060660765,0.026088702,0.028267522,0.132007973,0.047532189,0.01548077,0.037152778,0.003420976,0.079494795,0.060055863,0.044866369,0.059866493,0.058460495,0.011926603,0.114949604,0.044631727,0.024136353,0.106823925,0.028056623,0.042741383,0.265428569,0.059157726,0.090420071,0.010041682,0.054820238,0.019582031,0.01632653,0.01672326,0.034614046,0.047588093,0.03372778,0.015159603,0.031775131,0.08387645,0.075713576,0.067819724,0.0243233,0.013415735,0.066609101,0.019554946,0.040592169,0.035439824,0.051011561,0.018540367,0.011172588,0.028129597,0.016569279,0.021714736,0.011527797,0.01228113,0.005474289,0.011300273,0.037124658,0.030827706,0.01657068,0.037162983,0.057171179,0.095487244,0.029681597,0.023702621,0.088813053,0.05794702,0.042797753,0.092913265,0.011271641,0.040674605,0.004082097,0.087108012,0.008429698,0.01340608,0.006331846,0.099326816,0.004740551,0,0.024955746,0.046600295,0.00062836
Stramenopiles,0.008427877,0.029150536,0.019156307,0,0.004416156,0.054245844,0.054892991,0.0001076,0.006759294,0.131082725,0.01672495,0.008529997,0.073498235,0.013766519,0.0024667,0.009596929,0.004968534,0.011702583,0.00116584,0.014350716,0.016040992,0.004040157,0.037771843,0.004574463,0.002452107,0.116187987,0.001313197,0,0,0.12131231,0,0.002037845,0,0,0,0,0,0.001212095,0,0,0.065308568,0,0.005215458,0.000709082,0.07981679,0,0,0.045590995,0,0.036780126,0.174465242,0,0.007161803,0,0,0,0.008268668,0,0,0,0,0,0,0,0.017158864,0,0,0.023735293,0.007552575,0.000224266,0,0.007352147,0.003825512,0.001155068,0,0.015631109,0.025442475,0,0.03313905,0.020595693,0.000381449,0.005722788,0.031596637,0.01988607,0.003181463,0,0.042808286,0.025218561,0.005331506,0,0.01926214,0.023562336,0.003029567,0.001074948,0.039247564,0.05325329,0.001928642,0.000812054,0.013023916,0.002106592,0.001757588,0,0.097068148,0.066937448,0.002589668,0.006973502,0.093843846,0.025588951,0.005422153,0.001742162,0.04671342,0.021786743,0.003436426,0.000424447,0.019800931,0.018963002,0.007188125,0.000262565,0.05288701,0.044747423,0,0.009064459,0.040802676,0.021200715,0.00418307,0,0.004983707,0.034758533,0.002321496,0.002531089,0,0.003775959,0.003092294,0.016530158,0.012121212,0.005042247,0.059760956,0.003505608,0.048867702,0.004858413,0.001156347,0.069097889,0.020960366,0.004814106,0,0.042116228,0.029248837,0.003281785,0.001765447,0.020711077,0.026749756,0,0.005622188,0.00103462,0,0.001428572,0,0,0,0,0,0.025839792,0,0.037121212,0.038377195,0.020863215,0.000888258,0.023542477,0.002698062,0.010284428,0,0.003466204,0.011027502,0.003490955,0.035929996,0.046671244,0.007490637,0,0,0,0,0,0,0.000926549,0,0.004031633,0.002375298,0,0.009450751,0.009791639,0.004763564,0,0.008827757,0.004074703,0.022267631,0,0.018933636,0.005538121,0.006925039,0.017706028,0.009204714,0.014603313,0.003743983,0.017237519,0.061088295,0.001373627,0,0.013146923,0.011099515,0.017872679,0.012687607,0.032011593,0.005836139,0.006607121,0.020802116,0.014374603,0.007481499,0.005504904,0.000536034,0.017139345,0.020082445,0.019038818,0.00532289,0.02940611,0,0,0.006986836,0.013853777,0.000451345,0.023078467,0.002331342,0.00056217,0.002253219,0.005480768,0,0.006841951,0.000495295,0.029837482,0.004716411,0.009183062,0.003458799,0.036697251,0.002231284,0.003620394,0.00377488,0.000505475,0.009738515,0.004524994,0.004857143,0.026626615,0.029902597,0.036756349,0.034356517,0.00575942,0.010928244,0.041850594,0.014723592,0.026784552,0.006873096,0.070460127,0.031265912,0.031170304,0.005408112,0.003129264,0,0.124660826,0.110398419,0.0058613,0,0.026230545,0.030202315,0.003539524,0.000320744,0.045491205,0.087728319,0.006930234,0,0.052529182,0.052230115,0.004145045,0.044585989,0.035472974,0.005910883,0.034491132,0.027759422,0.065620233,0.024824607,0.019003863,0.031796192,0.003311258,0.015781309,0.098787092,0.009590239,0.004960318,0.15602676,0.054006971,0.008051444,0.00101325,0.083944951,0.057030363,0.00640615,0,0.127695345,0.06778225,0.012637018
